5925181#0	¿Cuál es la definición de inflorescencia?
4844512#0	¿Cómo está la economía argentina actualmente?
1289072#0	¿Qué grupos étnicos hay en Chile hoy?
8857231#0	¿Dónde se ubica Provenza?
8539963#0	¿Quién es el padre de la aviación?
41248#0	¿En cuánto tiempo se desarrolla una adicción?
1728886#0	¿Cuál es la frecuencia de las erupciones volcánicas en Nueva Zelanda?
7267155#0	¿Qué países forman la ONU?
107797#0	¿Qué características tiene el agua salobre?
2547236#0	¿Cuáles son los bailes típicos colombianos?
1470727#0	¿Cómo ha revolucionado Internet la escena musical mundial?
3963903#0	¿Qué país tiene la mayor densidad poblacional?
9774245#0	¿Por qué es famoso Kazajstán?
4634280#0	¿Por qué Guatemala es el país de la eterna primavera?
206443#0	¿En qué región se encuentra Cork en Irlanda?
5441890#0	¿Dónde surgió la sátira?
130005#0	¿Qué significa color panza de burro?
3173963#0	¿Dónde se come la carne de perro en el mundo?
208376#0	¿Qué es el catalán?
291459#0	¿Qué vinos se producen en la región del Aconcagua de Chile?
6997976#0	¿Por qué muchos filipinos tienen nombres o apellidos hispánicos?
3037151#0	¿Cómo diferenciar entre los idiomas coreano, japonés y chino?
10037842#0	¿Cómo ingresar en la Real Academia de Bellas Artes?
8672408#0	¿Qué idioma se habla en Papúa Nueva Guinea?
1511029#0	¿Cuándo se organizó la primera infantería en América del Sur?
534710#0	¿Cómo se llama y cómo visitar las salinas en Bolivia?
546008#0	¿Qué extranjeros son estrellas de la NBA?
154239#0	¿Cuántas personas sobrevivieron al ataque del 11 de septiembre en el WTC?
107381#0	¿Cómo se colegiar abogada en España?
1655886#0	¿Cuándo se fundó la Universidad Complutense de Madrid (UCM)?
7263715#0	¿Cuáles son los lazos de las familias monarcas en Europa?
8658294#0	¿Cuál es el deporte más popular en Chile?
4902288#0	¿Cómo se llama el mayordomo de Batman?
466916#0	¿Cuál fue la primera ciudad fortificada del Imperio Romano?
10099710#0	¿Qué tipo de ánfora se encontró por primera vez en Atenas?
9398130#0	¿Qué tan fuerte está el partido Izquierda Andalucista en 2022?
6137746#0	¿Cómo se caracterizan las plantas caulescentes?
8785644#0	¿Cuál es la diferencia de los adjetivos israelí e israelita?
9886472#0	¿Qué idiomas se hablan en Etiopía y Uganda?
513257#0	¿Cuál es la historia y quién fundó Fujifilm?
711005#0	¿En qué regiones de China todavía es posible encontrar arquitectura tradicional?
632795#0	¿Quién creó el balé Don Quijote?
7830303#0	¿Por qué enero se considera el primer mes del año?
6576792#0	¿Cuáles eran las actividades económicas de las personas durante la Unión Soviética?
4081882#0	¿Desde y hasta cuándo existió la República Helvética?
8023951#0	¿Quién es el rapero más exitoso de Francia?
1065519#0	¿En qué país se desarrolló el hormigón?
4375810#0	¿Cómo es la pedagogía Waldorf?
4100094#0	¿Cuándo nació el cantante mexicano José José?
6362462#0	¿Cuál es el deporte que más se practica en Quebec?
32700#0	¿Qué son los cabalgamientos y dónde encontrarlos?
7823091#0	¿Cuándo comenzó la tradición de nombrar obras de arte?
8655386#0	¿Cómo se llaman las grandes penínsulas de la bahía de Chesapeake, Virginia, EUA?
6118916#0	¿Quiénes eran los Warren y a qué se dedicaban?
7036385#0	¿Por qué se valora más el aprendizaje académico que el aprendizaje empírico?
853631#0	¿Cuál es el ocimum más utilizado en la cocina?
10103305#0	¿Dónde se encuentra la colonia japonesa más grande fuera de Japón?
2408668#0	¿Cuáles son los beneficios nutricionales del haba espada?
3624530#0	¿Cuántos canales tiene Discovery?
352562#0	¿Por qué se habla francés en Bélgica?
2498687#0	¿Cuándo fue fundada la Marina Real Británica?
188583#0	¿Cuáles son los derechos inalienables de los seres humanos?
5595160#0	¿Cuántas salas de proyección Cinemex hay en México?
1452873#0	¿Qué edad tenía Katharina Schratt cuando subió al escenario por primera vez?
4039398#0	¿Qué sonido tiene la letra ç en portugués?
5350090#0	¿Cómo dividió Polonia la Alemania nazi después de la invasión?
2031228#0	¿Cuál es el ave símbolo de Guatemala?
4622511#0	¿Qué tamaño tuvo el tsunami más devastador de la historia?
1521000#0	¿En qué país actual se convirtió Persia?
1009591#0	¿Cuáles son las diferencias entre un pato y un ganso?
1731015#0	¿Cuándo se considera una endemia o una pandemia?
3757550#0	¿Cuáles son los efectos del consumo continuo de bebidas alcohólicas?
5825409#0	¿Cómo se aplica la psicología de masas para mejorar las ventas?
7092906#0	¿Cuál es el mejor programa de edición de videos para YouTube?
8906585#0	¿Cuál es la ventaja de usar Phygital en la experiencia del cliente?
3331096#0	¿Cuál es el nombre completo de Jim Morrison?
1498284#0	¿Cuáles son los síntomas de la rabia en los perros?
6574#0	¿Quién escribió el libro El hombre que calculaba?
6290199#0	¿Quién nombró a la provincia de Neuquén?
6221877#0	¿Qué dirección indica el oriente?
9362817#0	¿Cómo leer la letra ş en turco?
10085469#0	¿Cómo se llamó el primer modelo de motocicleta Honda?
5775225#0	¿Qué provincias forman parte de las Provincias Atlánticas de Canadá?
447593#0	¿Por qué se considera Danonino un queso (Petit Suisse)?
7849850#0	¿Cuándo ocurre una resonancia orbital?
772669#0	¿Cuál es el nombre del aeropuerto de Rosario en Argentina?
49362#0	¿Por qué La Paz no es la capital de Bolivia?
5242211#0	¿Cuándo comenzó y terminó el Imperio bizantino?
6149698#0	¿En qué difieren los fundamentos del comunismo y del socialismo?
9489046#0	¿Cuántos diputados hay en Perú?
9592095#0	¿Cuál es la mejor técnica para encender carbón para hacer un asado?
4487920#0	¿Cuántas iglesias están dedicadas a la Virgen María en el mundo?
9838999#0	¿Cuáles son las teorías y los inventos de Isaac Newton?
1335201#0	¿Qué calle tiene el pie cuadrado más caro de Nueva York?
278#0	¿Por qué los trópicos de Capricornio y cáncer recibieron estos nombres?
1236430#0	¿Dónde y quién creó el código morse?
5395594#0	¿Cuántos colores de tulipanes hay en los Países Bajos?
2057512#0	¿Por qué el ser humano está tan fascinado con las guerras?
4658584#0	¿Qué es un jeque y cuál es la traducción al español?
8624570#0	¿Quién construyó el primer calabozo?
8695067#0	¿Quién fue Confucio y cuál es su filosofía?
5370794#0	¿Cuántos habitantes tiene Japón por metro cuadrado hoy en día?
1661441#0	¿Cómo se llaman la esposa y la hija de Jack Bauer?
3568586#0	¿Qué representó la lucha de Don Quijote contra los molinos de viento?
8789739#0	¿Cuál es la religión predominante en Ucrania?
7444046#0	¿Cómo se define un acto ilícito?
9483626#0	¿Qué son las inflorescencias y las flores?
1289770#0	¿Cómo se inició y cuál era la razón de la Orden de los Franciscanos?
54161#0	¿Cuándo y dónde terminó el feudalismo?
7062645#0	¿Qué es y quién fundó murderpedia.org?
6157926#0	¿Qué ley caracteriza un soborno?
203978#0	¿Dónde se desarrolló el movimiento rastafari y cuál es su creencia?
5558348#0	¿Cómo se formaron las provincias en Argentina?
4542193#0	¿Cuál es la nacionalidad de Mercedes Sosa?
244410#0	¿Qué puede causar la rosácea en la cara?
4340157#0	¿En qué consiste el Ciclo Básico Común de la UBA?
4810007#0	¿Con quién compuso Freddie Mercury la canción We are the champions?
6304754#0	¿Por qué las familias tradicionales tenían escudos en Europa?
1547407#0	¿Cuál es la velocidad máxima en las carreteras chilenas?
5583789#0	¿Cuándo se lanzó el videojuego Crash bandicoot?
410893#0	¿Qué significa concatenación en informática?
6976420#0	¿Por qué las grasas saturadas son malas para la salud?
9553579#0	¿Cómo enseñar a los niños a hacer pizza?
9274122#0	¿Cuáles son las principales funciones de un psicólogo?
6014228#0	¿Cuál es la capital económica de Checoslovaquia?
7309380#0	¿En qué se basa la formación de las maestras normalistas?
682740#0	¿Cuál es el mejor curso universitario de turismo en Irlanda?
150467#0	¿Cuáles son las obligaciones ejecutivas de un primer ministro?
2813787#0	¿Cómo se llama el acto de combinar dos palabras y formar otra?
2087348#0	¿Por qué los castores construyen presas?
6581948#0	¿Quién fue Simón Bolívar en la historia?
8847858#0	¿Quién era y qué hacía el alguacil mayor?
7427010#0	¿Cuántos países hablan sueco?
2319839#0	¿Qué variedades de uvas produce Concha y Toro en Chile?
5001575#0	¿Cuántos países componen la Asia Central?
132171#0	¿Cuándo se detonó la primera bomba nuclear?
446002#0	¿Por qué no es posible usar un verbo sin sujeto en inglés?
5257884#0	¿Qué aves son autóctonas de Canarias?
3884246#0	¿Cuándo se realizaron las primeras elecciones presidenciales en Argentina?
4598481#0	¿Qué diferencias hay entre un máster y un postgrado?
9295685#0	¿Cuál es el país más visitado de Asia?
2472039#0	¿Cuáles son las obligaciones de un presbítero y un diácono?
16483#0	¿Cómo se calcula el valor de las monedas?
7316862#0	¿Qué moneda es la más fuerte del año 2022?
26894#0	¿Qué es el Seguro de Desempleo y cómo funciona en Brasil?
1972984#0	¿Cuáles son las diferencias políticas entre liberales y conservadores?
9955172#0	¿Quién es el personaje más famoso de Sega?
667891#0	¿Cómo trabaja la policía científica?
5464639#0	¿Qué hace que el clima de California sea tan caluroso?
8043258#0	¿Quién es el líder budista más conocido en Europa?
8604730#0	¿Cómo se llama el museo en el que se exhibe la Mona Lisa?
8160167#0	¿Cuándo fue elegido el actual presidente de Egipto?
965778#0	¿Qué hace que el centro de la Tierra esté tan caliente?
6158383#0	¿Qué altura tiene el Cerro San Cristóbal en Santiago de Chile?
199564#0	¿Quién fue Isaac Newton y cuáles fueron sus descubrimientos en física?
8750008#0	¿En qué región de los Estados Unidos se encuentra Pensilvania?
8204309#0	¿Cuántas fuentes hay en París?
94215#0	¿Cuál es el origen de la bandera blanca como símbolo de rendición?
4306277#0	¿Cuál es la banda de rock argentina más relevante?
3595384#0	¿Quién fue el campeón del Campeonato Mundial de Tenis de Mesa de 2019?
1480981#0	¿Quiénes fueron los principales integrantes del Movimiento Millerita?
224530#0	¿Cómo fue derrotado El Ejército de Resistencia del Señor en Uganda?
7412075#0	¿Cómo se vuelve la piel albina?
2076721#0	¿A qué se refiere el término griego bactriano?
948244#0	¿Por qué se introdujo la clorofila en la dieta humana?
616681#0	¿Cómo se divide la diócesis y arquidiócesis?
3542938#0	¿Qué Samsung Galaxy se quemaba espontáneamente cuando estaba en un avión?
1349459#0	¿Por qué el teclado tiene la distribución QWERTY?
3175723#0	¿Cuál es el río más profundo del mundo?
9622552#0	¿Qué país es el lugar de nacimiento del punk-rock?
6196960#0	¿Cómo se forman las aguas termales naturales?
1167865#0	¿Para quién fue concebido el Volkswagen Escarabajo?
8301419#0	¿Cómo está organizado el sistema educativo en Venezuela y en Bolivia?
664798#0	¿Cuándo se fundó Unión Feminista Argentina y cuál es su propósito?
8078791#0	¿Cuántos tipos de dinosaurios había en África?
2816333#0	¿Por qué son tan apreciadas las telenovelas mexicanas?
7658537#0	¿De qué libro está tomado el término Big Brother?
7939927#0	¿Cuántas veces puede ser reelegido un presidente en Santo Tomé y Príncipe?
1268375#0	¿Cuántas variedades de piña hay en América del Sur?
6500217#0	¿Cuál es la moneda oficial de Costa Rica?
1878172#0	¿Cuándo surgió el proyecto de misas polifónicas?
4105782#0	¿Cuál es el mayor éxito de los Ramones?
1158957#0	¿Cuál es la historia de la canción What a Wonderful World?
7941862#0	¿Dónde hay centros asistenciales de la asociación argentina Grávida?
10012076#0	¿Cuándo comenzó el conflicto en Siria?
2028034#0	¿Cómo usar la geometría en la vida cotidiana?
7130546#0	¿Quién diseñó y creó Linux?
7593936#0	¿Cuándo y quién concibió el ajedrez?
7675910#0	¿Qué es el champán?
8709578#0	¿Cuántos partidos de izquierda hay en Brasil?
3206072#0	¿Qué países forman los Países Bajos?
8418996#0	¿Cuál es la fauna nativa del Bosque Protector Cerro Paraíso?
861675#0	¿Qué factores contribuyeron a la epidemia de Peste Negra en Londres?
1988061#0	¿Quién esculpió a la Piedad del Vaticano?
7729995#0	¿Qué países no reconocen la independencia de la República de Kosovo?
7779738#0	¿Cómo se está desarrollando la robótica en Japón?
130298#0	¿Cómo se define la bóveda en arquitectura?
9955973#0	¿Cuál es la diferencia entre ciclón, huracán y tifón?
4993408#0	¿Cuándo el baño diario pasó a formar parte de la vida de los europeos?
9550751#0	¿Qué países utilizan el euro como moneda oficial en 2022?
2504881#0	¿Cuáles son los productos de exportación de Mozambique?
625873#0	¿Qué hadas están representadas en los repertorios de ballet?
6013382#0	¿Qué cementerios dice la gente que alberga fantasmas?
5799868#0	¿Por qué siguen existiendo plazas de toros en el mundo?
1611742#0	¿Qué caracteriza la pintura y el estilo de Tiziano Vecellio?
9371107#0	¿Cómo se clasifican los motores de los aviones?
1857732#0	¿Qué aerolíneas vuelan de México a Bolivia?
8850430#0	¿Cuál es la ciudad más poblada de Camboya?
1591585#0	¿Cuántas vértebras tiene una jirafa?
9150808#0	¿Qué desafíos económicos enfrenta Colombia?
8270183#0	¿Por qué se equipararon los salarios de las mujeres y de los hombres en Islandia?
8119814#0	¿Cuál es la diferencia entre tasa, tarifa e impuesto?
8545298#0	¿Cómo se llama la mayor falla tectónica?
8759849#0	¿Cómo es una banda de metal sinfónico?
9966010#0	¿Qué cantantes famosos son de Puerto Rico?
4706298#0	¿Cómo obtener la nacionalidad neozelandesa?
1689169#0	¿Cuándo comenzó el movimiento de la música indie rock?
852289#0	¿Cuál es la raza de perro más pequeña del mundo?
6064583#0	¿Cuáles son las mejores plantas para crecer en frío extremo?
761456#0	¿Cuáles son las posiciones de los jugadores de béisbol?
9414946#0	¿Qué hongos no son comestibles?
9904236#0	¿Cuántas películas produjo Warner Bros. en 2020?
4982408#0	¿Qué animales son símbolos de Puerto Rico?
573524#0	¿Qué métodos de clasificación se utilizan en las bibliotecas?
6100928#0	¿Quién fue el primer presidente de Bulgaria?
1075652#0	¿Dónde está el Museo de la Tortura de la Ciudad de México?
9078714#0	¿Cuáles son las leyes de herencia de Canadá?
5073337#0	¿Qué dibujos animados fueron producidos por Nickelodeon?
9388174#0	¿Por qué es llamado Iván el Terrible al zar Iván IV de Rusia?
1812614#0	¿Cuántas canciones inéditas dejó Michael Jackson sin grabar?
221741#0	¿Quién es el personaje más recordado del cine de época?
3855934#0	¿Quién proclamó la república en Brasil?
4663842#0	¿En qué parte de Londres se habla cockney?
4161863#0	¿Quién fue el peor presidente de México hasta ahora?
228454#0	¿Cuál es la mejor herramienta para hacer el flujo de caja de una pequeña empresa?
9444688#0	¿Qué es el placebo?
3938531#0	¿Quién es la canción de Cindy Lauper aún conocida en 2022?
5193708#0	¿Qué pigmentos se obtienen de las plantas?
9339346#0	¿Cuál es el objeto de estudio de la Bioquímica?
3498311#0	¿Cuáles son las obras más conocidas de Kobra?
377036#0	¿Cómo relajar los músculos después del ejercicio?
1487957#0	¿Qué ríos son importantes en el Congo?
2831384#0	¿Cómo funciona el transporte público en Alicante?
1678731#0	¿Qué tipo de terreno es el páramo?
5795970#0	¿Cuáles son las ramas del judaísmo?
522679#0	¿Qué civilización construyó Machu Picchu?
1483883#0	¿Qué buscan políticamente los demócratas en los Estados Unidos?
1926993#0	¿Qué pueblos formaron la Noruega?
1815766#0	¿Dónde se localiza el Ballet Kirov?
881029#0	¿Cómo era el sistema comunista de posguerra en Hungría?
6510823#0	¿Cómo aprender música sin profesor?
1860236#0	¿Cuáles son las principales publicaciones de Juan Bautista Corachán?
6947941#0	¿Cómo se puede restaurar un arrecife?
2579608#0	¿Qué restricciones tienen que seguir las candidatas a Miss Mundo?
919900#0	¿Cuál es la banda original de Black Metal?
477222#0	¿Qué ave vive en lo alto de las montañas?
4956314#0	¿Qué es la reacción en cadena del fuego?
8753893#0	¿Por qué se considera la Universidad de Waterloo la más innovadora de Ontario?
8298777#0	¿Quiénes eran los sirios en la historia bíblica?
2318760#0	¿Dónde está Sudán?
27840#0	¿Cómo se llama el hijo brasileño de Mick Jagger?
9673998#0	¿Cuál es la ruta más peligrosa en los Estados Unidos?
6970232#0	¿Qué islas forman parte del Caribe?
1299377#0	¿Cuáles son los platos emblemáticos de Puebla?
3277757#0	¿Qué aplicaciones solo existen en China?
8496115#0	¿Qué país recibió la mayor cantidad de judíos que huyeron de Alemania?
7218763#0	¿Quiénes son las principales estrellas del cine en hindi?
6380696#0	¿De dónde son los kurdos?
4058186#0	¿Quién fue el primer luchador en la historia de México?
6217153#0	¿Cuáles son los puertos más importantes de Italia?
1494705#0	¿Qué es la elevación total del Canal de Panamá?
8343874#0	¿Cuál es la carrera más dura de ciclismo?
6530639#0	¿Contra qué equipo se impuso campeón Mundial de Clubes el Corinthians?
9475880#0	¿Quiénes pueden participar en el Poder Legislativo de un país?
832243#0	¿Qué rey fundó el anglicanismo?
381059#0	¿De qué trata la doctrina tántrica budista?
5215496#0	¿Qué leyes contra el feminicidio se escribieron en México?
7812295#0	¿Por qué se construyen observatorios en la Antártida?
1072903#0	¿Cuándo empezó Renault a fabricar el Logan en Brasil?
1049393#0	¿Por qué un perro de pura raza es más frágil que un perro callejero?
3081785#0	¿Cómo se confirma que una planta es medicinal?
67469#0	¿Sebastian Bach ya participó en cuántas bandas?
884563#0	¿Qué comen los peruanos todos los días?
6370135#0	¿Cuál es el país más grande de América Central?
7612076#0	¿Por qué las notas musicales se representan con letras?
1726027#0	¿Cuántos símbolos de runas hay y cuál es la historia?
9441678#0	¿Qué protestas hay contra La corrida camarguesa?
2016178#0	¿Cómo actúan las fuerzas policiales de Japón?
8390981#0	¿Cuánto ha disminuido la población siria desde el comienzo de la guerra?
1460279#0	¿Qué hace que el whisky escocés sea diferente?
501355#0	¿Cuál es la posición de la Universidad Central de Chile en el ranking chileno?
2970241#0	¿Cuántas cajas recopilatorias ha lanzado Madonna?
6232298#0	¿Qué civilizaciones están incluidas en la mitología mesopotámica?
1565551#0	¿Cuánta electricidad se ahorró durante la pandemia?
8672230#0	¿Cuántas películas ha protagonizado Sofía Espinosa Carrasco?
103707#0	¿Cómo fue la actuación del presidente de Perú ante la pandemia?
7060329#0	¿Dónde estudiar fotoperiodismo en Alemania?
2302052#0	¿Cómo se llama el primer álbum de Cyndi Lauper?
307547#0	¿Cómo se distribuía la música de bandas underground antes de Internet?
8927365#0	¿Cómo se deshizo China del dominio japonés?
2483358#0	¿En qué trabaja una persona con un título en filosofía?
1174285#0	¿Por qué los Ramones son un ícono del punk rock?
1051734#0	¿Cuánto dura la anestesia general?
5626774#0	¿Cuál es la diferencia entre fruto y fruta?
7412245#0	¿Qué tipos de empresas hay en Canadá?
5266527#0	¿Cuál es el tipo de gobierno actual en el Perú?
357534#0	¿Qué elecciones tendrán lugar en Canadá este año?
4856282#0	¿Cuál fue la lucha iniciada por Martin Luther King?
3190278#0	¿Quién es el padre de la aviación?
3645573#0	¿A qué país pertenece la isla de Sicilia?
4991638#0	¿Qué animales tienen tentáculos?
4369159#0	¿Cuáles características comunes tienen los pueblos serbio y croata?
2322255#0	¿Qué software de código abierto es el más utilizado en la industria?
5943917#0	¿Qué ciudades son consideradas gaúchas en Brasil?
270986#0	¿Cuáles son las principales teorías sobre el origen de la vida?
4417497#0	¿Cuál es el uso de la marca diacrítica, el punto diacrítico o el signo diacrítico?
4843572#0	¿Quién es el personaje Zé Carioca?
495947#0	¿Quién fue el primer faraón egipcio?
4686362#0	¿Por qué se recomienda el flúor para la salud dental?
7993445#0	¿Qué religiones consideran sagrada la medianoche?
5914419#0	¿Cuántos libros tiene la Biblia protestante?
5253918#0	¿Cuántas personas viven en el área metropolitana de Tokio?
3749472#0	¿Qué proyectos puedes desarrollar con una biblioteca de voz?
2144253#0	¿Dónde nació el rock and roll y cuántos subgéneros tiene?
379859#0	¿Cuál es el papel del libero en el fútbol?
4283382#0	¿Cuántas islas pertenecen a España?
2639464#0	¿Qué es cupletista en la música española?
9651845#0	¿Cuándo será las próximas elecciones al Senado de los Estados Unidos?
3559389#0	¿Cuáles son los derechos del consumidor protegidos por la ley guatemalteca?
4401157#0	¿Cuál era la religión principal en Marruecos antes del Islam?
8352840#0	¿A qué se dedican PETA y WWF?
10032482#0	¿Cuántos reinados tuvo Hungría?
1270223#0	¿Qué países todavía usan Blu-ray?
5981040#0	¿Cuál es el origen del color marrón?
7524710#0	¿Qué deportes forman parte de los Juegos Paralímpicos?
9667660#0	¿Qué tipo de historias se retratan en los Mangas?
125265#0	¿Cuántos semestres dura la carrera de música en Chile?
3275354#0	¿De qué material está compuesta la cromatina?
626774#0	¿Cuál es el sistema económico de España?
4217327#0	¿Qué países mantienen relaciones diplomáticas con Botsuana?
6422090#0	¿Cuántos lagos bañan Bolivia?
35353#0	¿Qué planetas han sido visitados por humanos?
9299394#0	¿Cuál es la diferencia entre filósofos y pensadores?
7196832#0	¿Cómo dividió Inglaterra el territorio de la India?
661328#0	¿Qué políticas de censura se aplican al cine internacional?
87#0	¿Qué harinas se pueden extraer de la yuca?
1408598#0	¿Qué países aportan más caminantes de la ruta del Camino de Santiago?
76060#0	¿Cuáles son los deberes del jefe de estado y del jefe de gobierno?
9883061#0	¿Cómo eran las condiciones higiénicas de las pelucas de la monarquía inglesa?
269833#0	¿Cuántas hijas tuvo Poseidón según la mitología griega?
9672012#0	¿Qué hacen los paleontólogos?
7217962#0	¿Cómo se llamó Guatemala después de su independencia de España?
145709#0	¿Cómo protegerse de una granada?
646933#0	¿A qué religión pertenece la Asociación de Salesianos Cooperadores?
7501580#0	¿Cuál es el alcance de las competencias de los alcaldes en España?
8513344#0	¿Cuál es la raíz del idioma armenio?
9507875#0	¿Cuál es el coche más vendido de Renault?
9484729#0	¿Cómo se forma una palabra en alemán?
544741#0	¿Qué procedimientos se mejoraron después del 11 de septiembre?
9023178#0	¿Cómo controlar la polilla del boj para que no se convierta en plaga?
694151#0	¿Cuántos emperadores tuvo Roma?
5320026#0	¿Cómo llegar a Bután desde Europa?
4318580#0	¿Por qué Nueva Orleans tiene influencias francesas?
4928506#0	¿Cuáles son los peligros de manipular nitrógeno líquido?
19625#0	¿Cuáles son los símbolos patrios de Bolivia?
5652746#0	¿Cuál es la situación económica de Venezuela en 2022?
552782#0	¿Cuántos emperadores tuvo Japón y cuáles son sus nombres?
2154622#0	¿En qué periodos vivieron los dinosaurios?
183667#0	¿En qué países opera Alstom?
5917411#0	¿Cuáles son los colores de la bandera y del escudo de Quito?
7833566#0	¿Cuál es el plato clásico de Normandía?
8424151#0	¿A qué equipo pertenece la Bombonera?
2025710#0	¿Cuándo comienza la temporada de huracanes en las Bahamas?
5240309#0	¿Cómo se dice "yuca" en España?
5684450#0	¿Cuánto mide la cancha de bádminton?
1015206#0	¿Qué ciencia se encarga del estudio de los icnofósiles?
9229337#0	¿A qué tenista le cancelaron la visa australiana por no querer vacunarse en 2022?
52266#0	¿Cuánto ha perdido el sector turístico en Nassau?
6553117#0	¿Qué significan las siglas IFBB y NABBA?
5817141#0	¿Qué tratado se firmó al final de la primera guerra anglo-afgana?
7249029#0	¿Qué comarcas y municipios forman parte de las comarcas gerundenses?
776078#0	¿A qué idioma se parece el euskera y dónde se habla?
9840354#0	¿En qué países Estados Unidos no tiene embajadas?
4665655#0	¿Cuáles son los estilos de enseñanza y aprendizaje?
7203394#0	¿De qué libro es el personaje del Conde Drácula?
9248608#0	¿Quién concibió las cartas del tarot?
1828013#0	¿Qué científica del equipo que mapeó los primeros genomas del SARS-CoV-2 en Brasil?
2783319#0	¿Cuál es la capital de Córdoba en Argentina?
4390612#0	¿Cuántos lagos hay en Ontario?
1435763#0	¿Qué visitar en el distrito de Weymouth de Inglaterra?
7718180#0	¿Dónde nació la dramaturgia?
1302875#0	¿Dónde se menciona el Monte Carmelo en la Biblia?
1049671#0	¿Qué países están en el Caribe?
6405747#0	¿Qué es un fiordo y cómo se forma?
1891158#0	¿Cómo eran conocidas las islas de Hawái?
7258925#0	¿Cuántas rondas tiene la Copa del Rey en España?
7414890#0	¿Cuáles son las declinaciones del latín?
9263215#0	¿Qué escuelas de pintura son españolas?
955246#0	¿Cuál es la función principal del corazón?
10068268#0	¿Qué presentó Jalisco al mundo?
5793978#0	¿En qué consiste la asimilación cultural?
9303413#0	¿Cuál fueron los resultados del proyecto Chile Delibera?
4687091#0	¿Cómo preparar kibbeh sirio?
8505122#0	¿En qué guerra fue derrotada Francia contra la Liga para la Independencia de Vietnam?
6189428#0	¿Cuál es el tema de la música punk?
5560023#0	¿A qué edad los niños comienzan a hacer amigos?
4226267#0	¿Cuánto dura una orquídea Dracula iricolor?
254388#0	¿De dónde viene el adjetivo Complutense?
7266965#0	¿Qué es la proa y la popa de un barco?
4620941#0	¿Por qué las personas abandonan las regiones menos urbanas?
